Year,Location,Band_number,Sex,Sex_ratio,Hatch_order,Synchrony,Brood_size,Clutch_size,Helper_presence,Breeding_pairs
2018,A6,N35,0,0.8571428571428571,Middle,2,7,9,1,Three
2018,A6,O37,1,0.8571428571428571,Last,2,7,9,1,Three
2018,K7,P68,0,0.5714285714285714,First,1,8,9,0,Two
2018,K7,P46,1,0.5714285714285714,First,1,8,9,0,Two
2018,K7,N69,1,0.5714285714285714,First,1,8,9,0,Two
2018,K7,Y55,1,0.5714285714285714,Middle,1,8,9,0,Two
2018,K7,S99,0,0.5714285714285714,Last,1,8,9,0,Two
2018,K7,W05,1,0.5714285714285714,Last,1,8,9,0,Two
2018,K7,P76,0,0.5714285714285714,Last,1,8,9,0,Two
2018,H6,O42,1,0.5,First,1,4,6,1,Two
2018,H6,T40,1,0.5,Middle,1,4,6,1,Two
2018,H6,N59,0,0.5,Middle,1,4,6,1,Two
2018,H6,V49,0,0.5,Last,1,4,6,1,Two
2018,D6,S51,0,0.25,First,2,8,9,0,Three
2018,D6,U44,0,0.25,First,2,8,9,0,Three
2018,D6,S13,0,0.25,Middle,2,8,9,0,Three
2018,D6,Q67,0,0.25,Middle,2,8,9,0,Three
2018,D6,X19,1,0.25,Middle,2,8,9,0,Three
2018,D6,R23,0,0.25,Middle,2,8,9,0,Three
2018,D6,R88,0,0.25,Last,2,8,9,0,Three
2018,D6,Z76,1,0.25,Last,2,8,9,0,Three
2018,F5,N50,1,1,First,0,2,6,0,Two
2018,F5,Y80,1,1,First,0,2,6,0,Two
2018,I3,O22,0,0.6666666666666666,First,1,3,8,0,Two
2018,I3,P29,1,0.6666666666666666,Last,1,3,8,0,Two
2018,I3,R30,1,0.6666666666666666,Last,1,3,8,0,Two
2018,K2,Y04,1,0.3333333333333333,First,1,3,8,1,Two
2018,K2,Q83,0,0.3333333333333333,Last,1,3,8,1,Two
2018,K2,R24,0,0.3333333333333333,Last,1,3,8,1,Two
2018,E3,U86,1,1,First,1,3,6,1,Three
2018,E3,Z49,1,1,Middle,1,3,6,1,Three
2018,E3,P74,1,1,Last,1,3,6,1,Three
2018,I9,Q57,0,0.5,First,2,3,8,0,Two
2018,I9,Q43,1,0.5,Last,2,3,8,0,Two
2018,E9,P44,0,0.42857142857142855,First,1,8,8,0,Two
2018,E9,V02,1,0.42857142857142855,Middle,1,8,8,0,Two
2018,E9,T65,1,0.42857142857142855,Middle,1,8,8,0,Two
2018,E9,O03,0,0.42857142857142855,Middle,1,8,8,0,Two
2018,E9,Q37,0,0.42857142857142855,Middle,1,8,8,0,Two
2018,E9,N29,1,0.42857142857142855,Middle,1,8,8,0,Two
2018,E9,P86,0,0.42857142857142855,Middle,1,8,8,0,Two
2018,M2,N52,1,0.5,First,2,6,7,0,Two
2018,M2,P36,1,0.5,Middle,2,6,7,0,Two
2018,M2,R37,0,0.5,Middle,2,6,7,0,Two
2018,M2,Y54,0,0.5,Last,2,6,7,0,Two
2018,K9,T73,0,0.4545454545454546,First,3,11,12,0,Three
2018,K9,U64,0,0.4545454545454546,Last,3,11,12,0,Three
2018,K9,W86,0,0.4545454545454546,Middle,3,11,12,0,Three
2018,K9,Z32,0,0.4545454545454546,Middle,3,11,12,0,Three
2018,K9,T83,0,0.4545454545454546,Middle,3,11,12,0,Three
2018,K9,T58,0,0.4545454545454546,Middle,3,11,12,0,Three
2018,K9,T32,1,0.4545454545454546,Middle,3,11,12,0,Three
2018,K9,T03,1,0.4545454545454546,Middle,3,11,12,0,Three
2018,K9,V65,1,0.4545454545454546,Middle,3,11,12,0,Three
2018,K9,W82,1,0.4545454545454546,First,3,11,12,0,Three
2018,K9,Y19,1,0.4545454545454546,Last,3,11,12,0,Three
2018,A9,X79,1,0.5,First,2,3,8,0,Three
2018,A9,N77,0,0.5,Last,2,3,8,0,Three
2018,D2,O31,1,0.5,First,2,8,8,1,Two
2018,D2,Q19,0,0.5,First,2,8,8,1,Two
2018,D2,X86,1,0.5,First,2,8,8,1,Two
2018,D2,Z60,0,0.5,First,2,8,8,1,Two
2018,D2,T27,1,0.5,Middle,2,8,8,1,Two
2018,D2,S55,1,0.5,Middle,2,8,8,1,Two
2018,D2,P09,0,0.5,Last,2,8,8,1,Two
2018,D2,W95,0,0.5,Last,2,8,8,1,Two
2018,J3,Q56,0,0.3333333333333333,First,2,6,7,1,Two
2018,J3,W32,1,0.3333333333333333,First,2,6,7,1,Two
2018,J3,Q50,0,0.3333333333333333,Middle,2,6,7,1,Two
2018,J3,U84,0,0.3333333333333333,Middle,2,6,7,1,Two
2018,J3,V93,1,0.3333333333333333,Last,2,6,7,1,Two
2018,J3,U99,0,0.3333333333333333,Last,2,6,7,1,Two
2018,D3,X71,1,0.8333333333333334,First,1,6,8,1,Two
2018,D3,Y37,1,0.8333333333333334,First,1,6,8,1,Two
2018,D3,T46,1,0.8333333333333334,First,1,6,8,1,Two
2018,D3,T72,0,0.8333333333333334,Middle,1,6,8,1,Two
2018,D3,Q77,1,0.8333333333333334,Last,1,6,8,1,Two
2018,D3,O93,1,0.8333333333333334,Last,1,6,8,1,Two
2018,B3,V86,1,0.5,First,2,2,8,0,Two
2018,B3,V75,0,0.5,Last,2,2,8,0,Two
2018,L6,T60,0,0,Middle,1,5,6,0,Two
2018,L6,X81,0,0,Middle,1,5,6,0,Two
2018,L6,N68,0,0,Middle,1,5,6,0,Two
2018,A8,U38,0,0.6,First,0,6,6,0,Two
2018,A8,S15,1,0.6,Middle,0,6,6,0,Two
2018,A8,W49,1,0.6,Last,0,6,6,0,Two
2018,A8,Y41,1,0.6,Last,0,6,6,0,Two
2018,A8,U19,0,0.6,Last,0,6,6,0,Two
2019,L4,U23,1,0.5,First,1,6,6,0,Two
2019,L4,R57,0,0.5,Middle,1,6,6,0,Two
2019,L4,T48,1,0.5,Middle,1,6,6,0,Two
2019,L4,S62,1,0.5,Middle,1,6,6,0,Two
2019,L4,X10,0,0.5,Last,1,6,6,0,Two
2019,L4,X76,0,0.5,Middle,1,6,6,0,Two
2019,C2,O92,0,0,First,1,5,10,0,Three
2019,C2,U70,0,0,Middle,1,5,10,0,Three
2019,C2,Y31,0,0,Last,1,5,10,0,Three
2019,G3,R75,0,0,First,2,4,7,0,Two
2019,G3,Y47,0,0,Middle,2,4,7,0,Two
2019,L8,W43,0,0.3333333333333333,First,NA,8,8,0,Two
2019,L8,S39,0,0.3333333333333333,First,NA,8,8,0,Two
2019,L8,N24,1,0.3333333333333333,First,NA,8,8,0,Two
2019,L8,T91,0,0.3333333333333333,First,NA,8,8,0,Two
2019,L8,X27,1,0.3333333333333333,Middle,NA,8,8,0,Two
2019,L8,T92,0,0.3333333333333333,Middle,NA,8,8,0,Two
2019,D8,P12,0,0,NA,NA,NA,NA,0,Two
2019,A9,Q28,1,1,First,0,3,8,0,Three
2019,E4,R31,1,0.8,First,1,7,7,0,Two
2019,E4,Q66,0,0.8,First,1,7,7,0,Two
2019,E4,W59,1,0.8,First,1,7,7,0,Two
2019,E4,N75,1,0.8,First,1,7,7,0,Two
2019,E4,Q27,1,0.8,Last,1,7,7,0,Two
2019,G2,Q69,0,0,First,1,5,7,0,NA
2019,G2,Q16,0,0,Last,1,5,7,0,NA
2019,G2,T44,0,0,Last,1,5,7,0,NA
